"SystemName","status","OperationSystems","Audience","Category","Translations","ProgrammingLan","UserInterface","LastUpdate","License"
"PHPMyServer",NA,"bsd/linux/windows","advanced-end-users/developers/system-administrators","communications/internet/monitoring","English","php","handheld-mobile-pda/non-interactive-(daemon)/web-based","2013-04-22","gnu-general-public-license-version-2.0-(gplv2)"
"PID Loop Simulator","Beta","windows","NA","simulations","NA","java","win32-(ms-windows)","2015-07-26","gnu-general-public-license-version-2.0-(gplv2)"
"PLC Programming tools",NA,"NA","manufacturing","code-generators","NA","basic","NA","2013-04-22","gnu-general-public-license-version-2.0-(gplv2)"
"PLDoc","Alpha","linux/mac/windows","developers","database/software-development","English","java","NA","2019-08-06","gnu-library-or-lesser-general-public-license-version-2.0-(lgplv2)"
"PMtool","Inactive","bsd/linux/mac/windows","customer-service/developers/end-users-desktop/system-administrators","scheduling","Dutch/English/German/Italian/Portuguese/Swedish","php","web-based","2016-04-24","gnu-general-public-license-version-2.0-(gplv2)"
"POM","Beta","linux/mac/windows","end-users-desktop","office-suites","English","java","NA","2015-08-04","gnu-general-public-license-version-2.0-(gplv2)"
"POP3 Virus Scanner Proxy",NA,"bsd/linux","system-administrators","filters/pop3","English","c","non-interactive-(daemon)","2013-02-21","gnu-general-public-license-version-2.0-(gplv2)"
"POSIX Overlay Filesystem",NA,"bsd/linux","developers","filesystems","NA","c","non-interactive-(daemon)","2018-09-20","gnu-general-public-license-version-2.0-(gplv2)"
"PSG Miner",NA,"NA","NA","NA","NA","NA","NA","2017-02-03","NA"
"PSO Utilities","Beta","linux","management","mmorpg/multiplayer/role-playing","English","perl","console-terminal","2020-04-13","gnu-general-public-license-version-3.0-(gplv3)"
"PSP Tools","Alpha","linux/mac/windows","end-users-desktop","installation-setup","English","python","tk","2013-05-30","gnu-general-public-license-version-3.0-(gplv3)"
"PUBG Multiview Chrome Extension","Beta","windows","end-users-desktop","multiplayer/plugins-and-add-ons","NA","javascript","plugins","2017-07-27","gnu-general-public-license-version-3.0-(gplv3)"
"PVFANDS",NA,"NA","NA","NA","NA","NA","NA","2015-08-19","NA"
"Pack MSN Emoticons",NA,"NA","NA","NA","NA","NA","NA","2014-07-06","NA"
"Package Maker","Pre-Alpha","linux/mac/windows","NA","software-development","English","java","java-swing","2013-04-15","gnu-general-public-license-version-2.0-(gplv2)"
"Pacman in c++ with SDL",NA,"NA","NA","NA","NA","NA","NA","2013-06-13","NA"
"Pairfx",NA,"windows","NA","administration/board-games","Dutch/English/French/Spanish","java","NA","2018-03-18","NA"
"Pale Moon X(Pale Moon for Mac OS X)",NA,"NA","NA","NA","NA","NA","NA","2015-12-27","NA"
"PaliTools",NA,"NA","NA","NA","NA","NA","NA","2020-04-09","NA"
"PalmSecure",NA,"NA","advanced-end-users/developers/end-users-desktop/management/other-audience/telecommunications-industry","cryptography/knowledge-management/mobile","English","c","handheld-mobile-pda","2015-05-27","gnu-general-public-license-version-2.0-(gplv2)"
"Panasonic Camera Remote Control","Beta","linux/mac/windows","NA","digital-camera/video","English/Russian","java","java-swing","2019-09-17","gnu-general-public-license-version-3.0-(gplv3)"
"Parallel Port Eprom Programmer","Beta","bsd/linux","developers","build-tools/electronic-design-automation-(eda)/linux","English","ada/c","NA","2013-02-22","gnu-general-public-license-version-2.0-(gplv2)"
"Parental Control System",NA,"NA","NA","NA","NA","NA","NA","2013-12-16","NA"
"Particle in Mesh Viewer","Beta","bsd/linux/mac/windows","developers/education/science-research","astronomy/other-nonlisted-topic/testing/visualization","English","c/c#/c++","glut/opengl","2020-01-21","gnu-general-public-license-version-2.0-(gplv2)/gnu-library-or-lesser-general-public-license-version-2.0-(lgplv2)"
"Party Desanonymator",NA,"NA","NA","NA","Spanish","java","java-swing","2018-10-21","NA"
"PascMin","Beta","windows","developers/system-administrators","systems-administration","English","delphi-kylix/object-pascal","win32-(ms-windows)","2013-03-14","gnu-general-public-license-version-2.0-(gplv2)"
"Password Auditing Project","Pre-Alpha","bsd/linux/windows","government/information-technology/system-administrators","authentication-directory/cryptography","English","c/c++/perl","NA","2013-04-10","gnu-general-public-license-version-2.0-(gplv2)"
"Password Checker","Pre-Alpha","windows","advanced-end-users/auditors/science-research","security","English","c++","console-terminal","2015-08-06","other-license"
"PasswordNotify","Beta","bsd/linux/mac/windows","system-administrators","systems-administration","NA","perl","tk","2014-04-13","gnu-general-public-license-version-2.0-(gplv2)"
"Patched boot.img",NA,"NA","NA","NA","NA","NA","NA","2019-12-20","NA"
"Pattern Testing","Planning","linux/mac/windows","developers","software-development","English","java","NA","2020-04-18","bsd-license"
"PayPeer","Beta","NA","NA","NA","NA","c++/java","NA","2016-02-24","NA"
"PcapsE-OS X",NA,"bsd/linux/mac","security-professionals","networking","NA","NA","NA","2017-03-18","affero-gnu-public-license"
"PdfBus",NA,"NA","NA","NA","NA","NA","NA","2013-05-30","NA"
"PearlX",NA,"linux/mac/windows","end-users-desktop","live-cd/os-distribution","NA","NA","NA","2019-12-04","NA"
"Pedyrum 4",NA,"NA","NA","NA","NA","NA","NA","2015-04-25","NA"
"Pegasus OS GNU/Linux",NA,"bsd/linux","education","os-distribution","Brazilian Portuguese","NA","gtk+","2018-02-19","gnu-general-public-license-version-2.0-(gplv2)"
"Perl DDNS Client (MOVED to Github)",NA,"linux/mac/windows","developers/system-administrators","communications/name-service-(dns)/networking","English","perl","NA","2019-07-21","gnu-general-public-license-version-2.0-(gplv2)"
"Permutate",NA,"NA","NA","scientific-engineering","NA","NA","NA","2019-02-22","NA"
"Persian Calendar","Beta","linux/mac/windows","developers","software-development","English/Persian","java","NA","2015-11-30","gnu-general-public-license-version-2.0-(gplv2)"
"Personal Server",NA,"android","advanced-end-users","file-sharing/http-servers","NA","java","NA","2013-04-25","gnu-general-public-license-version-2.0-(gplv2)"
"Personal-builds",NA,"NA","NA","NA","NA","NA","NA","3 days ago","NA"
"Personalized Search Engine",NA,"NA","NA","search","NA","java","java-swing","2015-11-19","NA"
"Phoenix Portable",NA,"NA","NA","multiplayer/role-playing/simulation","NA","NA","NA","2013-05-30","creative-commons-attribution-license"
"Phone Mouse Controller",NA,"android/mac/windows","end-users-desktop","desktop-environment/internet/mobile","NA","NA","java-awt/java-swing","2020-04-03","NA"
"Photo-Manager",NA,"linux/mac/windows","NA","cloud-storage/compression/image-galleries","English/German","java","javafx","2020-04-23","gnu-general-public-license-version-3.0-(gplv3)"
"PhotoEdit","Alpha","windows","NA","editors","NA","visual-basic-.net","NA","2013-11-02","open-software-license"
"PhotoScale!","Beta","linux/mac/windows","end-users-desktop","graphics-conversion/image-galleries","NA","java","java-swing","2013-04-09","gnu-general-public-license-version-2.0-(gplv2)"
"Phoyo-id",NA,"linux/mac/windows","NA","capture","NA","NA","java-swing","2018-12-18","gnu-general-public-license-version-3.0-(gplv3)"
"Php Open FileShare","Beta","NA","end-users-desktop","file-sharing","English/Russian","php","web-based","2013-05-16","gnu-general-public-license-version-2.0-(gplv2)"
"PicoGUI","Alpha","bsd/linux/windows","developers","desktop-environment/graphics/hardware","Brazilian Portuguese/English","c/java/perl/python","handheld-mobile-pda/x-window-system-(x11)","2013-04-11","gnu-library-or-lesser-general-public-license-version-2.0-(lgplv2)"
"PictureViewerConverter",NA,"NA","NA","NA","NA","NA","NA","2020-04-21","NA"
"Pika","Beta","bsd/linux/mac/windows","advanced-end-users/developers","NA","NA","c/c++","NA","2013-05-16","zlib-libpng-license"
"Pikachukaki",NA,"NA","NA","NA","NA","NA","NA","2014-01-28","NA"
"PimClip",NA,"windows","NA","desktop-environment","NA","NA","NA","2020-04-22","gnu-general-public-license-version-3.0-(gplv3)"
"Pinnacle PCTV Deluxe/Bungee GUI","Beta","bsd/linux","end-users-desktop","video-capture","English/Italian","c/tcl","x-window-system-(x11)","2013-02-27","gnu-general-public-license-version-2.0-(gplv2)"
"Pisces",NA,"linux/mac/windows","developers/quality-engineers","communications/distributed-computing/quality-assurance/testing","English","java","non-interactive-(daemon)","2016-02-07","gnu-general-public-license-version-2.0-(gplv2)"
"PixelCosm","Alpha","NA","NA","simulation","NA","c++","sdl","2013-04-06","gnu-general-public-license-version-3.0-(gplv3)"
"Placnet","Beta","bsd/linux","NA","bio-informatics","NA","perl","console-terminal","2016-11-16","creative-commons-attribution-license"
"Plage Source Code Copying Detector",NA,"NA","NA","NA","NA","NA","NA","2014-05-30","NA"
"Plaggie1.1",NA,"linux/mac/windows","education","education","NA","java","console-terminal","2018-01-14","gnu-general-public-license-version-2.0-(gplv2)"
"PlantMinder","Beta","windows","end-users-desktop","other-nonlisted-topic","English","visual-basic","win32-(ms-windows)","2013-04-24","gnu-general-public-license-version-2.0-(gplv2)"
"Playlist downloader","Planning","linux","end-users-desktop","video","English","unix-shell","gnome","2016-11-28","creative-commons-attribution-license"
"PlibC",NA,"windows","developers","NA","NA","c++","NA","2015-04-09","gnu-library-or-lesser-general-public-license-version-2.0-(lgplv2)"
"Plug Computer",NA,"NA","NA","NA","NA","NA","NA","2013-04-11","NA"
"Pocket CRF",NA,"NA","science-research","mathematics","NA","c++","NA","2013-04-09","bsd-license/gnu-library-or-lesser-general-public-license-version-2.0-(lgplv2)"
"Pokemon Platinum 2",NA,"NA","NA","NA","NA","NA","NA","2019-09-26","NA"
"PoliArch",NA,"NA","advanced-end-users/developers/information-technology/system-administrators","linux","Italian","NA","NA","2015-10-26","creative-commons-attribution-sharealike-license-v3.0"
"PolyglotMan",NA,"bsd/linux/mac","developers","cgi-tools-libraries/documentation/software-development/systems-administration","English","c","NA","2013-04-11","artistic-license"
"Porn Toolkit","Beta","linux/mac/windows","end-users-desktop","file-sharing/games-entertainment/indexing-search/video","English","python","win32-(ms-windows)","2013-03-07","gnu-general-public-license-version-2.0-(gplv2)"
"Port Scanner",NA,"windows","other-audience","security","NA","c","win32-(ms-windows)","2013-04-05","gnu-general-public-license-version-2.0-(gplv2)"
"Port Test/ Firewall Tester",NA,"windows","NA","firewalls","NA","java","NA","2016-10-07","gnu-general-public-license-version-2.0-(gplv2)"
"PoshRunner","Beta","windows","developers/system-administrators","software-development/system-shells/systems-administration","English","c#","command-line/console-terminal/non-interactive-(daemon)","2013-05-30","mit-license"
"Position Analyzer 2",NA,"windows","NA","administration/research/testing","NA","NA","NA","2020-04-19","creative-commons-attribution-license"
"Positive Displacement Machine Simulation",NA,"NA","NA","NA","NA","NA","NA","2016-06-04","NA"
"Post-It","Alpha","bsd/linux","developers/end-users-desktop","dynamic-content/file-sharing/software-distribution","NA","perl","web-based","2013-02-25","gnu-general-public-license-version-2.0-(gplv2)"
"PostgreSQL9x",NA,"NA","NA","NA","NA","NA","NA","2016-01-26","NA"
"PrintMyFolders","Alpha","linux/mac/windows","advanced-end-users/end-users-desktop/other-audience","desktop-environment/filesystems/printing","NA","java","java-swing","2015-06-05","gnu-general-public-license-version-2.0-(gplv2)"
"PrismStumbler","Beta","bsd/linux","developers/other-audience/system-administrators","monitoring/security","English","c","x-window-system-(x11)","2013-06-04","gnu-general-public-license-version-2.0-(gplv2)"
"Pro Wrestling Superstar","Beta","linux/mac/windows","other-audience","simulation","English","python","console-terminal/win32-(ms-windows)/x-window-system-(x11)","2014-06-09","gnu-general-public-license-version-2.0-(gplv2)"
"ProTex","Alpha","windows","advanced-end-users/developers/end-users-desktop","editors","NA","c++","win32-(ms-windows)","2013-03-27","gnu-general-public-license-version-2.0-(gplv2)"
"Proc Viewer",NA,"bsd/linux","end-users-desktop/system-administrators","filesystems/linux/systems-administration","English","c++","x-window-system-(x11)","2013-02-25","gnu-general-public-license-version-2.0-(gplv2)"
"Programmers Calculator",NA,"NA","developers","financial/software-development","English","assembly","handheld-mobile-pda","2018-01-22","public-domain"
"Progressbar with percentage",NA,"NA","NA","NA","NA","NA","NA","2014-07-07","NA"
"Project X",NA,"NA","NA","NA","NA","NA","NA","2013-02-25","NA"
"Projeto ERP e CRM Jornada","Pre-Alpha","linux/mac/windows","NA","erp","Brazilian Portuguese/English","c/lazarus/php/unix-shell","web-based/win32-(ms-windows)/x-window-system-(x11)","2013-09-25","affero-gnu-public-license"
"Promotion Manager",NA,"NA","NA","NA","NA","NA","NA","2015-09-17","NA"
"Proxy Changer",NA,"NA","security","internet","NA","c#","NA","2014-09-27","creative-commons-attribution-license"
"Psql - PostgreSQL Frontend for Windows",NA,"windows","advanced-end-users/end-users-desktop/information-technology/system-administrators","front-ends","English","c","console-terminal/win32-(ms-windows)","2013-03-19","bsd-license/gnu-general-public-license-version-2.0-(gplv2)/zlib-libpng-license"
"Pueblo/UE",NA,"windows","advanced-end-users/developers/end-users-desktop","chat/internet/multi-user-dungeons-(mud)/telnet","English","c++","win32-(ms-windows)","2017-12-16","other-license"
"Puspa Speller","Beta","NA","NA","NA","NA","NA","NA","2013-03-19","gnu-general-public-license-version-2.0-(gplv2)"
"PwdGen","Alpha","bsd/linux","end-users-desktop/system-administrators","security/systems-administration","English","c","NA","2016-07-23","gnu-general-public-license-version-2.0-(gplv2)"
"PwiWavExtractor",NA,"NA","NA","NA","NA","NA","NA","2016-11-13","NA"
"PyAcad",NA,"windows","developers","3d-modeling/scientific-engineering/software-development","English","c/c++/python","NA","2017-01-05","python-license-(cnri-python-license)"
"PyBawo","Pre-Alpha","bsd/linux/mac/windows","end-users-desktop","board-games/games-entertainment/multiplayer","NA","python","tk","2016-11-09","gnu-general-public-license-version-3.0-(gplv3)"
"PyDbgExt","Alpha","windows","developers","debuggers","English","c++/python","plugins","2014-07-03","mozilla-public-license-1.1-(mpl-1.1)"
"PyEdit Editor",NA,"linux/mac/windows","developers/information-technology/science-research","software-development/source-code-browsing/text-editors","NA","python","gnome/win32-(ms-windows)/x-window-system-(x11)","2018-09-13","public-domain"
"PyMC","Beta","linux/mac/windows","science-research","scientific-engineering","NA","python","NA","2013-05-02","mit-license"
"PyMathProg",NA,"linux/mac/windows","developers/education/end-users-desktop/engineering/information-technology/science-research","computer-aided-instruction-(cai)/computer-aided-technologies-(cadd-cam-cae)","NA","python","console-terminal","2018-03-08","gnu-general-public-license-version-2.0-(gplv2)"
"PyWham",NA,"NA","NA","scientific-engineering","NA","python","NA","2017-11-20","gnu-general-public-license-version-3.0-(gplv3)"
"Pybliographer",NA,"bsd/linux","end-users-desktop","gnome/scientific-engineering/text-editors","NA","python","gnome","2018-04-03","gnu-general-public-license-version-2.0-(gplv2)"
"Python Embed C++",NA,"linux/mac/windows","developers","code-generators/compilers/cross-compilers","NA","c/python","NA","2018-09-07","artistic-license-2.0"
"Python FAM",NA,"bsd/linux/mac/solaris","developers/information-technology/system-administrators","filesystems","English/German","c/python","non-interactive-(daemon)","2013-02-20","gnu-library-or-lesser-general-public-license-version-2.0-(lgplv2)"
"Python Multicast DNS Service Discovery",NA,"NA","NA","NA","NA","NA","NA","2015-07-11","NA"
"Python Music Player","Beta","bsd/linux","end-users-desktop","gnome/mp3","English","python","gtk+","2013-03-13","gnu-general-public-license-version-2.0-(gplv2)"
"Python Pref",NA,"NA","NA","NA","NA","NA","NA","2018-04-12","NA"
"Python Wrapper for PGP","Beta","bsd/linux","developers","cryptography","English","python","NA","2014-03-16","python-license-(cnri-python-license)"
"Q-GPS","Alpha","linux","NA","email","NA","c++","qt","2014-03-28","bsd-license/qt-public-license-(qpl)"
"QCF","Alpha","linux/mac/windows","science-research","physics/simulations","NA","matlab","NA","2015-03-31","gnu-general-public-license-version-2.0-(gplv2)"
"QIron",NA,"NA","NA","NA","NA","NA","NA","2013-04-23","NA"
"QR-CERT. Free PKI Certificate Authority",NA,"linux/windows","financial-and-insurance-industry/government/healthcare-industry/security/security-professionals/system-administrators","cryptography/security","English/Polish","NA","command-line/win32-(ms-windows)","2017-05-17","other-license"
"QSAS",NA,"linux/mac/windows","aerospace/science-research","astronomy/information-analysis/physics","NA","c++","cocoa-(macos-x)/kde/windows-aero","2020-04-01","gnu-library-or-lesser-general-public-license-version-3.0-(lgplv3)"
"QUAKE III: High Quality","Pre-Alpha","NA","advanced-end-users/end-users-desktop","first-person-shooters","NA","NA","opengl","2017-09-11","gnu-general-public-license-version-2.0-(gplv2)"
"QVision: Computer Vision Library for Qt","Beta","bsd/linux/windows","developers/education/engineering/science-research","artificial-intelligence/research/robotics","English","c++","gnome/kde/opengl/project-is-a-user-interface-(ui)-system/qt","2013-07-02","gnu-library-or-lesser-general-public-license-version-2.0-(lgplv2)"
"Qemudo","Alpha","bsd/linux","NA","virtual-machines","NA","javascript/perl","web-based","2013-05-17","gnu-general-public-license-version-2.0-(gplv2)"
"Qmail-Scanner: Content/Anti-virus Scanne",NA,"bsd/linux","system-administrators","filters","NA","perl","non-interactive-(daemon)","2013-03-05","gnu-general-public-license-version-2.0-(gplv2)"
"QtCobol",NA,"NA","NA","NA","NA","NA","NA","2012-07-12","NA"
"QtHello",NA,"bsd/linux","developers/end-users-desktop","turn-based-strategy","NA","c++","x-window-system-(x11)","2013-02-21","qt-public-license-(qpl)"
"QtWine","Alpha","bsd/linux","developers/end-users-desktop","file-management/installation-setup/testing","English","c++","kde/qt","2013-04-23","gnu-general-public-license-version-2.0-(gplv2)"
"Qtfw - FreeBSD ip firewall gui frontend","Beta","bsd/linux/mac","end-users-desktop","firewalls","English","c++","x-window-system-(x11)","2014-05-27","bsd-license"
"QuadEdit","Alpha","windows","developers/end-users-desktop","midi","NA","c++","win32-(ms-windows)","2016-09-02","bsd-license"
"Quake2 to Delphi conversion","Beta","windows","developers","first-person-shooters","English","delphi-kylix","win32-(ms-windows)","2013-04-09","gnu-general-public-license-version-2.0-(gplv2)"
"Quake3 server manager",NA,"NA","NA","NA","NA","NA","NA","2016-07-28","NA"
"Quamachi2",NA,"NA","NA","NA","NA","NA","NA","2013-06-14","NA"
"Quantum GIS","Beta","bsd/linux/mac/windows","end-users-desktop/science-research","gis/visualization","Brazilian Portuguese/English/French/German/Italian/Polish/Swedish","c++","qt","2013-04-11","gnu-general-public-license-version-2.0-(gplv2)"
"Quantum Toolkit",NA,"bsd/linux/windows","developers/education/end-users-desktop/science-research","modeling/physics/visualization","NA","c/c++","console-terminal/opengl/project-is-a-graphics-toolkit/qt/win32-(ms-windows)/x-window-system-(x11)","2013-04-23","gnu-general-public-license-version-2.0-(gplv2)"
"Quasi Python Shell","Beta","linux/mac/windows","NA","front-ends/system-shells","NA","python","NA","2013-05-21","bsd-license"
"Quick Ping","Beta","windows","advanced-end-users/system-administrators","monitoring/networking","NA","visual-basic-.net","windows-aero","2015-12-04","NA"
"Quick Subtitles",NA,"NA","end-users-desktop","sound-audio/video","English","javascript","web-based","2018-05-18","NA"
"QuickRev",NA,"NA","developers/quality-engineers","quality-assurance/source-code-review","English","java","java-swing","2020-03-28","gnu-general-public-license-version-3.0-(gplv3)"
"QuickShot",NA,"NA","end-users-desktop","NA","NA","c#","NA","2014-06-27","other-license"
"QuizEngine","Beta","linux/mac/windows","NA","testing","NA","php","web-based","2016-02-08","non-profit-open-software-license-3.0-(non-profit-osl-3.0)"
"Quizrama",NA,"windows","NA","console-based-games/multiplayer/puzzle-games","French","c#",".net-mono","2018-02-22","creative-commons-attribution-non-commercial-license-v2.0"
"Quizzer","Beta","bsd/linux/mac/solaris/windows","end-users-desktop","testing","English","java","NA","2013-02-21","gnu-general-public-license-version-2.0-(gplv2)"
"R scripts for multivariate analysis",NA,"NA","NA","NA","NA","NA","NA","2016-06-06","NA"
"RAMvader-LittleFighter2",NA,"windows","developers/end-users-desktop/information-technology","games-entertainment","English","assembly/c#",".net-mono","2018-09-02","gnu-general-public-license-version-3.0-(gplv3)"
"RAZip Bitstream Format","Alpha","linux/mac/windows","developers/end-users-desktop/system-administrators","compression/cryptography/packaging","English","java","NA","2013-02-25","gnu-general-public-license-version-2.0-(gplv2)"
"RC Car Game","Alpha","windows","developers/end-users-desktop","games-entertainment","English","c++","win32-(ms-windows)","2013-03-27","gnu-general-public-license-version-2.0-(gplv2)"
"RCDP - Network Mapper","Beta","bsd/linux/mac/windows","information-technology/system-administrators/telecommunications-industry","monitoring/networking/routing","English","perl","command-line/console-terminal","2016-11-15","artistic-license/gnu-general-public-license-version-2.0-(gplv2)"
"RCE",NA,"NA","aerospace/engineering/science-research","simulations","NA","java","eclipse","2015-01-20","eclipse-public-license"
"RCP100","Beta","linux","information-technology/security/telecommunications-industry","communications/routing","NA","c","NA","2014-02-17","gnu-general-public-license-version-2.0-(gplv2)"
"RFID Device Control Center","Alpha","windows","information-technology","performance-testing","NA","visual-basic","win32-(ms-windows)","2015-03-31","gnu-general-public-license-version-2.0-(gplv2)"
"RIPCAL","Beta","windows","science-research","bio-informatics","NA","perl","tk","2016-01-20","academic-free-license-(afl)"
"RLE compression pack","Beta","NA","NA","compression/data-formats","NA","c","command-line","2013-04-11","gnu-general-public-license-version-2.0-(gplv2)"
"RMS Builder","Abandoned","NA","NA","NA","NA","NA","NA","2014-01-11","NA"
"ROME",NA,"NA","developers","operating-system-kernels","English","assembly/c","NA","2013-02-21","gnu-general-public-license-version-2.0-(gplv2)"
"RPM Package Builder","Beta","bsd/linux","developers/system-administrators","build-tools/installation-setup/software-distribution","English","c++","x-window-system-(x11)","2013-03-19","gnu-general-public-license-version-2.0-(gplv2)"
"RPM Wizard",NA,"bsd/linux","end-users-desktop/system-administrators","installation-setup/packaging/software-distribution","English","python","x-window-system-(x11)","2013-02-25","gnu-general-public-license-version-2.0-(gplv2)"
"RSMeter","Alpha","bsd/linux/mac","end-users-desktop/science-research","hardware-drivers/information-analysis","English","c/perl/tcl","curses-ncurses/x-window-system-(x11)","2013-03-19","gnu-general-public-license-version-2.0-(gplv2)"
"RSTP Linux","Planning","linux","developers/testers","communications/linux/networking","NA","c","NA","2016-08-25","gnu-general-public-license-version-2.0-(gplv2)"
"RTP Library in C","Alpha","NA","developers","NA","English/French","c","NA","2016-10-23","NA"
"Rabbit Development Software","Pre-Alpha","bsd/linux","developers/science-research","networking/operating-system-kernels/software-development","English","assembly/c","NA","2013-02-25","gnu-general-public-license-version-2.0-(gplv2)"
"Racer File Fixer","Beta","linux","end-users-desktop","filesystems/simulation","NA","perl","gtk+","2015-08-05","gnu-general-public-license-version-2.0-(gplv2)"
"RadEdit - ATI Radeon BIOS Editor",NA,"windows","customer-service/end-users-desktop","graphics/hardware-drivers","English/Russian","c++","win32-(ms-windows)","2013-03-19","gnu-general-public-license-version-2.0-(gplv2)"
"RadHOT","Beta","linux/mac/windows","end-users-desktop/information-technology/management/non-profit-organizations/system-administrators/telecommunications-industry","internet/networking","English","javascript/php","web-based","2013-04-09","gnu-general-public-license-version-2.0-(gplv2)"
"Radial++","Pre-Alpha","bsd/mac","developers/education/engineering/science-research","research/scientific-engineering/templates","NA","c/c++","NA","2019-04-09","gnu-general-public-license-version-3.0-(gplv3)"
"RadicalSpam Virtual Appliance",NA,"linux/windows","architects/security-professionals/system-administrators","anti-spam/anti-virus/filters","French","perl/python","NA","2015-11-12","gnu-general-public-license-version-2.0-(gplv2)"
"Radio Archive Recorder-Streamer","Beta","bsd/linux","advanced-end-users/developers/information-technology/non-profit-organizations","archiving/capture-recording/streaming","NA","c","command-line/console-terminal/non-interactive-(daemon)","2014-03-04","gnu-general-public-license-version-2.0-(gplv2)"
"Radius Engine",NA,"linux/windows","developers","game-development-framework","NA","c/lua","opengl/sdl","2013-05-21","mit-license"
"Radius FTN mailer","Beta","windows","advanced-end-users/end-users-desktop","fido","English/Russian","c/c++/delphi-kylix","win32-(ms-windows)","2015-08-01","gnu-general-public-license-version-2.0-(gplv2)"
"Rafkill",NA,"bsd/linux/windows","other-audience","side-scrolling-arcade-games","English","c++","win32-(ms-windows)/x-window-system-(x11)","2015-09-19","gnu-library-or-lesser-general-public-license-version-2.0-(lgplv2)"
"Rainflow",NA,"linux/mac/windows","aerospace/automotive/engineering/quality-engineers/science-research","mathematics","NA","c/c++","NA","2019-08-20","bsd-license"
"RanMon",NA,"linux/mac/windows","developers/education/end-users-desktop/engineering/system-administrators/testers","monitoring/site-management/www-http","English","java","java-swing","2014-07-03","simple-public-license-2.0"
"Random MAME Launcher","Beta","NA","NA","emulators","NA","java","java-swing","2014-05-01","gnu-general-public-license-version-2.0-(gplv2)"
"RapiCapWin",NA,"windows","NA","screen-capture","NA","NA","win32-(ms-windows)","2015-06-08","gnu-general-public-license-version-2.0-(gplv2)"
"Rapid Analysis for Investment Decisions",NA,"linux","end-users-desktop","investment/personal-finance","English","c","gtk+/x-window-system-(x11)","2014-01-12","gnu-general-public-license-version-3.0-(gplv3)"
"Raptor","Alpha","linux/mac/windows","developers/system-administrators","build-tools/code-generators","English/German","java","NA","2013-04-01","gnu-library-or-lesser-general-public-license-version-2.0-(lgplv2)"
"Rar Extractor",NA,"NA","NA","NA","NA","NA","NA","2015-12-14","NA"
"RarAttack",NA,"NA","NA","NA","NA","NA","NA","2013-04-17","NA"
"Raritan Open Source Software",NA,"linux","developers","linux","NA","c/c++","NA","2016-07-23","bsd-license/gnu-general-public-license-version-2.0-(gplv2)/gnu-library-or-lesser-general-public-license-version-2.0-(lgplv2)"
"Raspbmc kernel + usbtv support",NA,"NA","NA","NA","NA","NA","NA","2016-05-05","NA"
"Rcstar6696 Rom Builds",NA,"NA","NA","NA","NA","NA","NA","2020-01-21","NA"
"Readability",NA,"NA","NA","NA","NA","NA","NA","2014-07-11","NA"
"ReadeR",NA,"NA","NA","NA","NA","NA","NA","2016-07-24","NA"
"Rebloch","Beta","linux/mac/windows","NA","audio-conversion/dvd/video-conversion","English/French","c++","qt","2013-04-18","gnu-general-public-license-version-2.0-(gplv2)"
"Recursive Directory Removal",NA,"bsd/linux/mac/windows","NA","file-management","NA","java","console-terminal/java-swing","2017-11-29","apache-license-v2.0"
"Recursive LS - Recursive Search",NA,"bsd/linux/windows","developers","file-transfer-protocol-(ftp)/filesystems","NA","c/c++/perl/python","command-line","2015-10-09","bsd-license"
"Red-Cube",NA,"NA","NA","NA","NA","NA","NA","2016-11-02","NA"
"Reddit Imgur Browser Downloader","Abandoned","NA","NA","NA","NA","NA","NA","2014-10-23","NA"
"Redhat Linux Oracle OVM Systems Monitor",NA,"linux/windows","NA","performance-testing/systems-administration/test-and-measurement","English","perl","web-based","2014-07-17","creative-commons-attribution-license"
"Redpin","Alpha","android/mac","advanced-end-users/developers","distributed-computing","NA","java","NA","2018-01-22","gnu-library-or-lesser-general-public-license-version-3.0-(lgplv3)"
"RegisterFSE",NA,"NA","NA","NA","NA","NA","NA","2013-04-11","NA"
"Regression Report Tool",NA,"bsd/linux","developers/quality-engineers","quality-assurance","NA","perl","command-line/web-based","2013-04-08","apache-license-v2.0"
"Remote Control Server",NA,"NA","NA","NA","NA","NA","NA","2015-03-16","NA"
"Remote Syslog",NA,"linux","advanced-end-users","systems-administration","NA","c++/php","console-terminal/web-based","2020-03-02","gnu-general-public-license-version-3.0-(gplv3)"
"Remove Log Files",NA,"windows","advanced-end-users/system-administrators","file-management/logging/systems-administration","NA","c#","win32-(ms-windows)","2014-08-13","public-domain"
"ReplicadorBR","Beta","bsd/linux/windows","system-administrators","front-ends","English","delphi-kylix","win32-(ms-windows)/x-window-system-(x11)","2013-03-22","gnu-general-public-license-version-2.0-(gplv2)"
"ReportQuota",NA,"linux","system-administrators","filesystems","NA","php","web-based","2013-03-19","gnu-general-public-license-version-2.0-(gplv2)"
"Resistor Value Identifier",NA,"linux/mac/windows","aerospace/automotive/engineering/information-technology/telecommunications-industry/testers","electronic-design-automation-(eda)/hardware/robotics","NA","javascript","web-based","2015-11-27","NA"
"Responsive HTML5 Whiteboard","Abandoned","NA","developers/science-research","graphics","NA","javascript","NA","2013-10-09","NA"
"Resulinux",NA,"bsd/linux","NA","NA","English","NA","kde","2014-10-05","gnu-general-public-license-version-2.0-(gplv2)"
